fg_phenotype	fg_link	ukbb_phenotype	ukbb_link
F5_PERSONALITY	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_F5_PERSONALITY.gz	F60	gs://pan-ukbb-refinery/lifted/icd10-F60-both_sexes.tsv.bgz.lifted.gz
F5_PHOBANX	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_F5_PHOBANX.gz	F40	gs://pan-ukbb-refinery/lifted/icd10-F40-both_sexes.tsv.bgz.lifted.gz
F5_PSYTRANS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_F5_PSYTRANS.gz	F23	gs://pan-ukbb-refinery/lifted/icd10-F23-both_sexes.tsv.bgz.lifted.gz
F5_PTSD	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_F5_PTSD.gz	300.9	gs://pan-ukbb-refinery/lifted/phecode-300.9-both_sexes.tsv.bgz.lifted.gz
F5_SCHIZOAFF	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_F5_SCHIZOAFF.gz	F25	gs://pan-ukbb-refinery/lifted/icd10-F25-both_sexes.tsv.bgz.lifted.gz
F5_SCHOLA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_F5_SCHOLA.gz	315.1	gs://pan-ukbb-refinery/lifted/phecode-315.1-both_sexes.tsv.bgz.lifted.gz
F5_SCHZPHR	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_F5_SCHZPHR.gz	F20	gs://pan-ukbb-refinery/lifted/icd10-F20-both_sexes.tsv.bgz.lifted.gz
F5_SEXDYS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_F5_SEXDYS.gz	F52	gs://pan-ukbb-refinery/lifted/icd10-F52-both_sexes.tsv.bgz.lifted.gz
F5_SOMATOFORM	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_F5_SOMATOFORM.gz	F45	gs://pan-ukbb-refinery/lifted/icd10-F45-both_sexes.tsv.bgz.lifted.gz
F5_SPEECH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_F5_SPEECH.gz	F80	gs://pan-ukbb-refinery/lifted/icd10-F80-both_sexes.tsv.bgz.lifted.gz
F5_STRESSOTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_F5_STRESSOTH.gz	F43	gs://pan-ukbb-refinery/lifted/icd10-F43-both_sexes.tsv.bgz.lifted.gz
F5_TOBAC	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_F5_TOBAC.gz	318	gs://pan-ukbb-refinery/lifted/phecode-318-both_sexes.tsv.bgz.lifted.gz
F5_VASCDEM	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_F5_VASCDEM.gz	290.16	gs://pan-ukbb-refinery/lifted/phecode-290.16-both_sexes.tsv.bgz.lifted.gz
FE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_FE.gz	345.11	gs://pan-ukbb-refinery/lifted/phecode-345.11-both_sexes.tsv.bgz.lifted.gz
FE_STRICT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_FE_STRICT.gz	345.11	gs://pan-ukbb-refinery/lifted/phecode-345.11-both_sexes.tsv.bgz.lifted.gz
FG_OTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_FG_OTH.gz	458.9	gs://pan-ukbb-refinery/lifted/phecode-458.9-both_sexes.tsv.bgz.lifted.gz
FG_PULMHEART	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_FG_PULMHEART.gz	415.1	gs://pan-ukbb-refinery/lifted/phecode-415.1-both_sexes.tsv.bgz.lifted.gz
FIBROLIV	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_FIBROLIV.gz	571.51	gs://pan-ukbb-refinery/lifted/phecode-571.51-both_sexes.tsv.bgz.lifted.gz
G6_ALZHEIMER	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_G6_ALZHEIMER.gz	G30	gs://pan-ukbb-refinery/lifted/icd10-G30-both_sexes.tsv.bgz.lifted.gz
G6_ALZHEIMER_INCLAVO	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_G6_ALZHEIMER_INCLAVO.gz	G30	gs://pan-ukbb-refinery/lifted/icd10-G30-both_sexes.tsv.bgz.lifted.gz
G6_AUTONOM	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_G6_AUTONOM.gz	337	gs://pan-ukbb-refinery/lifted/phecode-337-both_sexes.tsv.bgz.lifted.gz
G6_CERCYST	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_G6_CERCYST.gz	G93	gs://pan-ukbb-refinery/lifted/icd10-G93-both_sexes.tsv.bgz.lifted.gz
G6_CNSOTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_G6_CNSOTH.gz	G96	gs://pan-ukbb-refinery/lifted/icd10-G96-both_sexes.tsv.bgz.lifted.gz
G6_CP	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_G6_CP.gz	343	gs://pan-ukbb-refinery/lifted/phecode-343-both_sexes.tsv.bgz.lifted.gz
		G53	gs://pan-ukbb-refinery/lifted/icd10-G53-both_sexes.tsv.bgz.lifted.gz
G6_DIABETNEUR	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_G6_DIABETNEUR.gz	250.24	gs://pan-ukbb-refinery/lifted/phecode-250.24-both_sexes.tsv.bgz.lifted.gz
G6_DYSTON	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_G6_DYSTON.gz	G24	gs://pan-ukbb-refinery/lifted/icd10-G24-both_sexes.tsv.bgz.lifted.gz
G6_EPLEPSY	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_G6_EPLEPSY.gz	G40	gs://pan-ukbb-refinery/lifted/icd10-G40-both_sexes.tsv.bgz.lifted.gz
G6_FACOTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_G6_FACOTH.gz	352.2	gs://pan-ukbb-refinery/lifted/phecode-352.2-both_sexes.tsv.bgz.lifted.gz
G6_HEADACHE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_G6_HEADACHE.gz	G44	gs://pan-ukbb-refinery/lifted/icd10-G44-both_sexes.tsv.bgz.lifted.gz
G6_HEMIPLE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_G6_HEMIPLE.gz	342	gs://pan-ukbb-refinery/lifted/phecode-342-both_sexes.tsv.bgz.lifted.gz
G6_HERATAXIA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_G6_HERATAXIA.gz	334.1	gs://pan-ukbb-refinery/lifted/phecode-334.1-both_sexes.tsv.bgz.lifted.gz
G6_MIGRAINE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_G6_MIGRAINE.gz	G43	gs://pan-ukbb-refinery/lifted/icd10-G43-both_sexes.tsv.bgz.lifted.gz
G6_MS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_G6_MS.gz	335	gs://pan-ukbb-refinery/lifted/phecode-335-both_sexes.tsv.bgz.lifted.gz
G6_MYASTHENIA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_G6_MYASTHENIA.gz	358.1	gs://pan-ukbb-refinery/lifted/phecode-358.1-both_sexes.tsv.bgz.lifted.gz
		358.1	gs://pan-ukbb-refinery/lifted/phecode-358.1-both_sexes.tsv.bgz.lifted.gz
G6_OTHDEMYEL	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_G6_OTHDEMYEL.gz	G37	gs://pan-ukbb-refinery/lifted/icd10-G37-both_sexes.tsv.bgz.lifted.gz
G6_PARKINSON	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_G6_PARKINSON.gz	332	gs://pan-ukbb-refinery/lifted/phecode-332-both_sexes.tsv.bgz.lifted.gz
G6_PARKINSON_INCLAVO	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_G6_PARKINSON_INCLAVO.gz	332	gs://pan-ukbb-refinery/lifted/phecode-332-both_sexes.tsv.bgz.lifted.gz
G6_POSTOPNEURO	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_G6_POSTOPNEURO.gz	G97	gs://pan-ukbb-refinery/lifted/icd10-G97-both_sexes.tsv.bgz.lifted.gz
		798.1	gs://pan-ukbb-refinery/lifted/phecode-798.1-both_sexes.tsv.bgz.lifted.gz
G6_SLEEPAPNO	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_G6_SLEEPAPNO.gz	327.3	gs://pan-ukbb-refinery/lifted/phecode-327.3-both_sexes.tsv.bgz.lifted.gz
G6_SLEEPAPNO_INCLAVO	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_G6_SLEEPAPNO_INCLAVO.gz	327.3	gs://pan-ukbb-refinery/lifted/phecode-327.3-both_sexes.tsv.bgz.lifted.gz
G6_SLEEPDISOTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_G6_SLEEPDISOTH.gz	G47	gs://pan-ukbb-refinery/lifted/icd10-G47-both_sexes.tsv.bgz.lifted.gz
G6_SPINOTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_G6_SPINOTH.gz	G95	gs://pan-ukbb-refinery/lifted/icd10-G95-both_sexes.tsv.bgz.lifted.gz
G6_STATUSEPI	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_G6_STATUSEPI.gz	G41	gs://pan-ukbb-refinery/lifted/icd10-G41-both_sexes.tsv.bgz.lifted.gz
G6_TIA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_G6_TIA.gz	G45	gs://pan-ukbb-refinery/lifted/icd10-G45-both_sexes.tsv.bgz.lifted.gz
G6_VASCSYND	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_G6_VASCSYND.gz	G46	gs://pan-ukbb-refinery/lifted/icd10-G46-both_sexes.tsv.bgz.lifted.gz
GOUT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_GOUT.gz	274.1	gs://pan-ukbb-refinery/lifted/phecode-274.1-both_sexes.tsv.bgz.lifted.gz
H7_AMBLYANOPSIA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_AMBLYANOPSIA.gz	368.1	gs://pan-ukbb-refinery/lifted/phecode-368.1-both_sexes.tsv.bgz.lifted.gz
H7_ANISOMETROPIA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_ANISOMETROPIA.gz	368.3	gs://pan-ukbb-refinery/lifted/phecode-368.3-both_sexes.tsv.bgz.lifted.gz
H7_ANOMAPUPFUNC	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_ANOMAPUPFUNC.gz	379.4	gs://pan-ukbb-refinery/lifted/phecode-379.4-both_sexes.tsv.bgz.lifted.gz
H7_ASTIGMATISM	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_ASTIGMATISM.gz	367.2	gs://pan-ukbb-refinery/lifted/phecode-367.2-both_sexes.tsv.bgz.lifted.gz
H7_BLINDANDVISIMPAIRMENT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_BLINDANDVISIMPAIRMENT.gz	367.9	gs://pan-ukbb-refinery/lifted/phecode-367.9-both_sexes.tsv.bgz.lifted.gz
H7_CATARACTOTHER	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_CATARACTOTHER.gz	H26	gs://pan-ukbb-refinery/lifted/icd10-H26-both_sexes.tsv.bgz.lifted.gz
H7_CATARACTSENILE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_CATARACTSENILE.gz	366.2	gs://pan-ukbb-refinery/lifted/phecode-366.2-both_sexes.tsv.bgz.lifted.gz
		363.3	gs://pan-ukbb-refinery/lifted/phecode-363.3-both_sexes.tsv.bgz.lifted.gz
H7_CONJUNCTIVITIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_CONJUNCTIVITIS.gz	369.5	gs://pan-ukbb-refinery/lifted/phecode-369.5-both_sexes.tsv.bgz.lifted.gz
H7_CONJUNCTIVITISACUNONATOPIC	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_CONJUNCTIVITISACUNONATOPIC.gz	369.5	gs://pan-ukbb-refinery/lifted/phecode-369.5-both_sexes.tsv.bgz.lifted.gz
H7_CORNEALDEFORM	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_CORNEALDEFORM.gz	364.41	gs://pan-ukbb-refinery/lifted/phecode-364.41-both_sexes.tsv.bgz.lifted.gz
H7_CORNEALOTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_CORNEALOTH.gz	H18	gs://pan-ukbb-refinery/lifted/icd10-H18-both_sexes.tsv.bgz.lifted.gz
H7_CORNEALSCAR	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_CORNEALSCAR.gz	364.1	gs://pan-ukbb-refinery/lifted/phecode-364.1-both_sexes.tsv.bgz.lifted.gz
H7_CORNULCER	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_CORNULCER.gz	370.1	gs://pan-ukbb-refinery/lifted/phecode-370.1-both_sexes.tsv.bgz.lifted.gz
H7_DEGENMYOPIA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_DEGENMYOPIA.gz	360.2	gs://pan-ukbb-refinery/lifted/phecode-360.2-both_sexes.tsv.bgz.lifted.gz
H7_EPIPHORA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_EPIPHORA.gz	375.2	gs://pan-ukbb-refinery/lifted/phecode-375.2-both_sexes.tsv.bgz.lifted.gz
H7_EYELIDINFLAMMATION	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_EYELIDINFLAMMATION.gz	H01	gs://pan-ukbb-refinery/lifted/icd10-H01-both_sexes.tsv.bgz.lifted.gz
		H59	gs://pan-ukbb-refinery/lifted/icd10-H59-both_sexes.tsv.bgz.lifted.gz
H7_GLAUCCLOSEPRIM	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_GLAUCCLOSEPRIM.gz	365.2	gs://pan-ukbb-refinery/lifted/phecode-365.2-both_sexes.tsv.bgz.lifted.gz
H7_GLAUCOMA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_GLAUCOMA.gz	365	gs://pan-ukbb-refinery/lifted/phecode-365-both_sexes.tsv.bgz.lifted.gz
H7_GLAUCOMA_JOAG	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_GLAUCOMA_JOAG.gz	365.1	gs://pan-ukbb-refinery/lifted/phecode-365.1-both_sexes.tsv.bgz.lifted.gz
H7_GLAUCOMA_POAG	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_GLAUCOMA_POAG.gz	365.1	gs://pan-ukbb-refinery/lifted/phecode-365.1-both_sexes.tsv.bgz.lifted.gz
H7_GLAUCPRIMOPEN	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_GLAUCPRIMOPEN.gz	365.1	gs://pan-ukbb-refinery/lifted/phecode-365.1-both_sexes.tsv.bgz.lifted.gz
H7_HYPERMETRO	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_HYPERMETRO.gz	367.8	gs://pan-ukbb-refinery/lifted/phecode-367.8-both_sexes.tsv.bgz.lifted.gz
H7_KERATITISOTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_KERATITISOTH.gz	H16	gs://pan-ukbb-refinery/lifted/icd10-H16-both_sexes.tsv.bgz.lifted.gz
H7_KERATOCONUS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_KERATOCONUS.gz	364.5	gs://pan-ukbb-refinery/lifted/phecode-364.5-both_sexes.tsv.bgz.lifted.gz
H7_LACRIMALORBITINOTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_LACRIMALORBITINOTH.gz	242.3	gs://pan-ukbb-refinery/lifted/phecode-242.3-both_sexes.tsv.bgz.lifted.gz
H7_LACRIMALSYSTEM	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_LACRIMALSYSTEM.gz	375	gs://pan-ukbb-refinery/lifted/phecode-375-both_sexes.tsv.bgz.lifted.gz
H7_MACULADEGEN	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_MACULADEGEN.gz	362.2	gs://pan-ukbb-refinery/lifted/phecode-362.2-both_sexes.tsv.bgz.lifted.gz
H7_MYOPIA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_MYOPIA.gz	367.1	gs://pan-ukbb-refinery/lifted/phecode-367.1-both_sexes.tsv.bgz.lifted.gz
H7_NYSTAGMUS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_NYSTAGMUS.gz	378.2	gs://pan-ukbb-refinery/lifted/phecode-378.2-both_sexes.tsv.bgz.lifted.gz
H7_OCUPAIN	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_OCUPAIN.gz	379.9	gs://pan-ukbb-refinery/lifted/phecode-379.9-both_sexes.tsv.bgz.lifted.gz
H7_OPTNERVE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_OPTNERVE.gz	377	gs://pan-ukbb-refinery/lifted/phecode-377-both_sexes.tsv.bgz.lifted.gz
H7_OPTNEUROTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_OPTNEUROTH.gz	H47	gs://pan-ukbb-refinery/lifted/icd10-H47-both_sexes.tsv.bgz.lifted.gz
H7_PARASTRAB	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_PARASTRAB.gz	378.5	gs://pan-ukbb-refinery/lifted/phecode-378.5-both_sexes.tsv.bgz.lifted.gz
H7_PERIPHRETINADEGEN	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_PERIPHRETINADEGEN.gz	362.6	gs://pan-ukbb-refinery/lifted/phecode-362.6-both_sexes.tsv.bgz.lifted.gz
H7_REFRAACCOMMODIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_REFRAACCOMMODIS.gz	H52	gs://pan-ukbb-refinery/lifted/icd10-H52-both_sexes.tsv.bgz.lifted.gz
H7_RETINAHAEMORR	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_RETINAHAEMORR.gz	362.8	gs://pan-ukbb-refinery/lifted/phecode-362.8-both_sexes.tsv.bgz.lifted.gz
H7_RETINASEPAR	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_RETINASEPAR.gz	362.31	gs://pan-ukbb-refinery/lifted/phecode-362.31-both_sexes.tsv.bgz.lifted.gz
H7_RETIVASCOCCLUSION	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_RETIVASCOCCLUSION.gz	H34	gs://pan-ukbb-refinery/lifted/icd10-H34-both_sexes.tsv.bgz.lifted.gz
H7_STRABOTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_STRABOTH.gz	H50	gs://pan-ukbb-refinery/lifted/icd10-H50-both_sexes.tsv.bgz.lifted.gz
H7_VISFIELDDEF	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_VISFIELDDEF.gz	368.4	gs://pan-ukbb-refinery/lifted/phecode-368.4-both_sexes.tsv.bgz.lifted.gz
H7_VISUDISTURB	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_VISUDISTURB.gz	H53	gs://pan-ukbb-refinery/lifted/icd10-H53-both_sexes.tsv.bgz.lifted.gz
H7_VITRBODYGLOBE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H7_VITRBODYGLOBE.gz	379.2	gs://pan-ukbb-refinery/lifted/phecode-379.2-both_sexes.tsv.bgz.lifted.gz
H8_CERUMEN	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H8_CERUMEN.gz	380.4	gs://pan-ukbb-refinery/lifted/phecode-380.4-both_sexes.tsv.bgz.lifted.gz
H8_EUSTNAS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H8_EUSTNAS.gz	H69	gs://pan-ukbb-refinery/lifted/icd10-H69-both_sexes.tsv.bgz.lifted.gz
H8_EXTOTITIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H8_EXTOTITIS.gz	H60	gs://pan-ukbb-refinery/lifted/icd10-H60-both_sexes.tsv.bgz.lifted.gz
H8_HL_CON_NAS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H8_HL_CON_NAS.gz	389.2	gs://pan-ukbb-refinery/lifted/phecode-389.2-both_sexes.tsv.bgz.lifted.gz
H8_HL_SEN_NAS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H8_HL_SEN_NAS.gz	389.1	gs://pan-ukbb-refinery/lifted/phecode-389.1-both_sexes.tsv.bgz.lifted.gz
H8_MENIERE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H8_MENIERE.gz	386.1	gs://pan-ukbb-refinery/lifted/phecode-386.1-both_sexes.tsv.bgz.lifted.gz
H8_NONSUPPNAS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H8_NONSUPPNAS.gz	H65	gs://pan-ukbb-refinery/lifted/icd10-H65-both_sexes.tsv.bgz.lifted.gz
H8_OTALGIA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H8_OTALGIA.gz	382	gs://pan-ukbb-refinery/lifted/phecode-382-both_sexes.tsv.bgz.lifted.gz
H8_OTHHEARINGLOSS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H8_OTHHEARINGLOSS.gz	H91	gs://pan-ukbb-refinery/lifted/icd10-H91-both_sexes.tsv.bgz.lifted.gz
H8_OTOSCLE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H8_OTOSCLE.gz	383	gs://pan-ukbb-refinery/lifted/phecode-383-both_sexes.tsv.bgz.lifted.gz
H8_PERFORATION	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H8_PERFORATION.gz	384.4	gs://pan-ukbb-refinery/lifted/phecode-384.4-both_sexes.tsv.bgz.lifted.gz
H8_POSTOP	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H8_POSTOP.gz	H95	gs://pan-ukbb-refinery/lifted/icd10-H95-both_sexes.tsv.bgz.lifted.gz
H8_TINNITUS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_H8_TINNITUS.gz	389.4	gs://pan-ukbb-refinery/lifted/phecode-389.4-both_sexes.tsv.bgz.lifted.gz
		B17	gs://pan-ukbb-refinery/lifted/icd10-B17-both_sexes.tsv.bgz.lifted.gz
		B18	gs://pan-ukbb-refinery/lifted/icd10-B18-both_sexes.tsv.bgz.lifted.gz
HYPOTE_DRUGS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_HYPOTE_DRUGS.gz	458.2	gs://pan-ukbb-refinery/lifted/phecode-458.2-both_sexes.tsv.bgz.lifted.gz
I9_AF	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_AF.gz	427.2	gs://pan-ukbb-refinery/lifted/phecode-427.2-both_sexes.tsv.bgz.lifted.gz
I9_ANEURYSM	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_ANEURYSM.gz	433.5	gs://pan-ukbb-refinery/lifted/phecode-433.5-both_sexes.tsv.bgz.lifted.gz
I9_ANGINA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_ANGINA.gz	411.3	gs://pan-ukbb-refinery/lifted/phecode-411.3-both_sexes.tsv.bgz.lifted.gz
I9_ARTEMBTHR	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_ARTEMBTHR.gz	444	gs://pan-ukbb-refinery/lifted/phecode-444-both_sexes.tsv.bgz.lifted.gz
I9_ARTEMBTHRLOW	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_ARTEMBTHRLOW.gz	444.1	gs://pan-ukbb-refinery/lifted/phecode-444.1-both_sexes.tsv.bgz.lifted.gz
I9_ARTEMBTHRNAS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_I9_ARTEMBTHRNAS.gz	444	gs://pan-ukbb-refinery/lifted/phecode-444-both_sexes.tsv.bgz.lifted.gz
